reference_package	reference_version	reference_architecture	source	source_version	target_package	target_architecture	disposition	match_reason	candidate_version	candidate_sha256	repository_filename
libcrack2	2.9.6-3.4	amd64	cracklib2	2.9.6-3.4	libcrack2	arm64	native-arm64	exact-binary-and-source-version	2.9.6-3.4	4b1a64a5fbf358dbb66f003dd53b6a121abc30d462059e45832a7b37e33cc69f	4b1a64a5fbf358dbb66f003dd53b6a121abc30d462059e45832a7b37e33cc69f-libcrack2_2.9.6-3.4_arm64.deb
libcrypt1	1:4.4.18-4	amd64	libxcrypt	1:4.4.18-4	libcrypt1	arm64	native-arm64	exact-binary-and-source-version	1:4.4.18-4	22b586b29e840dabebf0bf227d233376628b87954915d064bc142ae85d1b7979	22b586b29e840dabebf0bf227d233376628b87954915d064bc142ae85d1b7979-libcrypt1_1%3a4.4.18-4_arm64.deb
libcryptsetup12	2:2.3.7-1+deb11u1	amd64	cryptsetup	2:2.3.7-1+deb11u1	libcryptsetup12	arm64	native-arm64	exact-binary-and-source-version	2:2.3.7-1+deb11u1	01c6b88fa49aa01bb574023de317e750f8b6ef9fc6e0f1b52114fabdd2f8846a	01c6b88fa49aa01bb574023de317e750f8b6ef9fc6e0f1b52114fabdd2f8846a-libcryptsetup12_2%3a2.3.7-1+deb11u1_arm64.deb
libctf-nobfd0	2.35.2-2	amd64	binutils	2.35.2-2	libctf-nobfd0	arm64	native-arm64	exact-binary-and-source-version	2.35.2-2	c5e96863d481de39e224fa9269e2e5716faf9e583f8fa93723dabd55b028b319	c5e96863d481de39e224fa9269e2e5716faf9e583f8fa93723dabd55b028b319-libctf-nobfd0_2.35.2-2_arm64.deb
libctf0	2.35.2-2	amd64	binutils	2.35.2-2	libctf0	arm64	native-arm64	exact-binary-and-source-version	2.35.2-2	9f0b5320bde7069030d9dcded5cdc395c77fd2b8478cf8ccfcaf2d1bbe145105	9f0b5320bde7069030d9dcded5cdc395c77fd2b8478cf8ccfcaf2d1bbe145105-libctf0_2.35.2-2_arm64.deb
libcue2	2.2.1-3	amd64	libcue	2.2.1-3	libcue2	arm64	native-arm64	exact-binary-and-source-version	2.2.1-3	8df5f36839d25e1b69eb455e0e62bdcb722d89922565b725ed7adabbd109324a	8df5f36839d25e1b69eb455e0e62bdcb722d89922565b725ed7adabbd109324a-libcue2_2.2.1-3_arm64.deb
libcups2	2.3.3op2-3+deb11u2	amd64	cups	2.3.3op2-3+deb11u2	libcups2	arm64	native-arm64	exact-binary-and-source-version	2.3.3op2-3+deb11u2	2cc0cc8b35bb52b9fd6c3184d6161676d8f26e989a45d7d346edd942084471f6	2cc0cc8b35bb52b9fd6c3184d6161676d8f26e989a45d7d346edd942084471f6-libcups2_2.3.3op2-3+deb11u2_arm64.deb
libcupsfilters1	1.28.7-1+deb11u2	amd64	cups-filters	1.28.7-1+deb11u2	libcupsfilters1	arm64	native-arm64	exact-binary-and-source-version	1.28.7-1+deb11u2	fad988747ced77a99b72de82d28ec5c7576635de1b1bbb2ca54fa54e53b09889	fad988747ced77a99b72de82d28ec5c7576635de1b1bbb2ca54fa54e53b09889-libcupsfilters1_1.28.7-1+deb11u2_arm64.deb
libcupsimage2	2.3.3op2-3+deb11u2	amd64	cups	2.3.3op2-3+deb11u2	libcupsimage2	arm64	native-arm64	exact-binary-and-source-version	2.3.3op2-3+deb11u2	09e0174e09ba1c0e7f33a061b310c53b27d4d56642c43a52dfdd0c783a438679	09e0174e09ba1c0e7f33a061b310c53b27d4d56642c43a52dfdd0c783a438679-libcupsimage2_2.3.3op2-3+deb11u2_arm64.deb
libcurl3-gnutls	7.74.0-1.3+deb11u7	amd64	curl	7.74.0-1.3+deb11u7	libcurl3-gnutls	arm64	native-arm64	exact-binary-and-source-version	7.74.0-1.3+deb11u7	70f488ceac3d541c6ccedb57f3806221d2cd593a2fbd4ffd8ceb56a8588accbd	70f488ceac3d541c6ccedb57f3806221d2cd593a2fbd4ffd8ceb56a8588accbd-libcurl3-gnutls_7.74.0-1.3+deb11u7_arm64.deb
libcurl4	7.74.0-1.3+deb11u7	amd64	curl	7.74.0-1.3+deb11u7	libcurl4	arm64	native-arm64	exact-binary-and-source-version	7.74.0-1.3+deb11u7	96c1bea7007467221fcda39ad87812a1e4ca316ae0a7526e4ca801efdfa8b067	96c1bea7007467221fcda39ad87812a1e4ca316ae0a7526e4ca801efdfa8b067-libcurl4_7.74.0-1.3+deb11u7_arm64.deb
libcwidget4	0.5.18-5	amd64	cwidget	0.5.18-5	libcwidget4	arm64	native-arm64	exact-binary-and-source-version	0.5.18-5	a0cb6c47d614aca848b702dc2480d6ac9f39ed383b79231c50221e9e90b315f4	a0cb6c47d614aca848b702dc2480d6ac9f39ed383b79231c50221e9e90b315f4-libcwidget4_0.5.18-5_arm64.deb
libdatrie1	0.2.13-1	amd64	libdatrie	0.2.13-1	libdatrie1	arm64	native-arm64	exact-binary-and-source-version	0.2.13-1	e2953eec7abf0addebb53d6690a5b52b0e8429492328636e495ce016d819c4c7	e2953eec7abf0addebb53d6690a5b52b0e8429492328636e495ce016d819c4c7-libdatrie1_0.2.13-1_arm64.deb
libdav1d4	0.7.1-3	amd64	dav1d	0.7.1-3	libdav1d4	arm64	native-arm64	exact-binary-and-source-version	0.7.1-3	4ec26df2faceb35a9d0d821e4ad4a15ff899b07dea83263ccd51d38c57d8c760	4ec26df2faceb35a9d0d821e4ad4a15ff899b07dea83263ccd51d38c57d8c760-libdav1d4_0.7.1-3_arm64.deb
libdb5.3	5.3.28+dfsg1-0.8	amd64	db5.3	5.3.28+dfsg1-0.8	libdb5.3	arm64	native-arm64	exact-binary-and-source-version	5.3.28+dfsg1-0.8	cf9aa3eae9cfc4c84f93e32f3d11e2707146e4d9707712909e3c61530b50353e	cf9aa3eae9cfc4c84f93e32f3d11e2707146e4d9707712909e3c61530b50353e-libdb5.3_5.3.28+dfsg1-0.8_arm64.deb
libdbus-1-3	1.12.24-0+deb11u1	amd64	dbus	1.12.24-0+deb11u1	libdbus-1-3	arm64	native-arm64	exact-binary-and-source-version	1.12.24-0+deb11u1	adfe6e1cb49a6716967d20117220a597d2b53ae58056f869bbacfc51ed6f0ba2	adfe6e1cb49a6716967d20117220a597d2b53ae58056f869bbacfc51ed6f0ba2-libdbus-1-3_1.12.24-0+deb11u1_arm64.deb
libdbus-glib-1-2	0.110-6	amd64	dbus-glib	0.110-6	libdbus-glib-1-2	arm64	native-arm64	exact-binary-and-source-version	0.110-6	2eaf2449256e68610cb3e2e7bd88f10a99fcfa4f866018155072e5bb1dbe9312	2eaf2449256e68610cb3e2e7bd88f10a99fcfa4f866018155072e5bb1dbe9312-libdbus-glib-1-2_0.110-6_arm64.deb
libdbusmenu-glib4	18.10.20180917~bzr492+repack1-2	amd64	libdbusmenu	18.10.20180917~bzr492+repack1-2	libdbusmenu-glib4	arm64	native-arm64	exact-binary-and-source-version	18.10.20180917~bzr492+repack1-2	a2dba57f752aec52b83d3a9047c301174b41d047ddfb156b19ef4f5e2cbd4b0e	a2dba57f752aec52b83d3a9047c301174b41d047ddfb156b19ef4f5e2cbd4b0e-libdbusmenu-glib4_18.10.20180917~bzr492+repack1-2_arm64.deb
libdbusmenu-gtk3-4	18.10.20180917~bzr492+repack1-2	amd64	libdbusmenu	18.10.20180917~bzr492+repack1-2	libdbusmenu-gtk3-4	arm64	native-arm64	exact-binary-and-source-version	18.10.20180917~bzr492+repack1-2	aef37ef1b690a0eb44ef166b7f70cb479911a2c6e7d99ae6fe3983486af2795e	aef37ef1b690a0eb44ef166b7f70cb479911a2c6e7d99ae6fe3983486af2795e-libdbusmenu-gtk3-4_18.10.20180917~bzr492+repack1-2_arm64.deb
libdc1394-25	2.2.6-3	amd64	libdc1394	2.2.6-3	libdc1394-25	arm64	native-arm64	exact-binary-and-source-version	2.2.6-3	09ba9019e1797379a0b662fe24309887a2c6c3e6e8de32f6e33704c65bccdbd4	09ba9019e1797379a0b662fe24309887a2c6c3e6e8de32f6e33704c65bccdbd4-libdc1394-25_2.2.6-3_arm64.deb
libdca0	0.0.7-2	amd64	libdca	0.0.7-2	libdca0	arm64	native-arm64	exact-binary-and-source-version	0.0.7-2	3263ecd4b5aed7031bce65daa7883a1e10c1084e67b10874925d862495809a83	3263ecd4b5aed7031bce65daa7883a1e10c1084e67b10874925d862495809a83-libdca0_0.0.7-2_arm64.deb
libdconf1	0.38.0-2	amd64	dconf	0.38.0-2	libdconf1	arm64	native-arm64	exact-binary-and-source-version	0.38.0-2	c89b11d34fbba55da7fc8a43fda7975eec59cd1b65695d485b7139815c44fb65	c89b11d34fbba55da7fc8a43fda7975eec59cd1b65695d485b7139815c44fb65-libdconf1_0.38.0-2_arm64.deb
libde265-0	1.0.11-0+deb11u1	amd64	libde265	1.0.11-0+deb11u1	libde265-0	arm64	native-arm64	exact-binary-and-source-version	1.0.11-0+deb11u1	5f0ecf8db23bd52925cf74c23d20e1e7f5f833c94e1ea9952ac3b6c11fc48000	5f0ecf8db23bd52925cf74c23d20e1e7f5f833c94e1ea9952ac3b6c11fc48000-libde265-0_1.0.11-0+deb11u1_arm64.deb
libdebconfclient0	0.260	amd64	cdebconf	0.260	libdebconfclient0	arm64	native-arm64	exact-binary-and-source-version	0.260	062b8fb5a76e8ee67479e05a857361109457ecf776e8bd3b755e225f9f36970a	062b8fb5a76e8ee67479e05a857361109457ecf776e8bd3b755e225f9f36970a-libdebconfclient0_0.260_arm64.deb
libdee-1.0-4	1.2.7+17.10.20170616-6+b1	amd64	dee	1.2.7+17.10.20170616-6	libdee-1.0-4	arm64	native-arm64	exact-binary-and-source-version	1.2.7+17.10.20170616-6+b1	a03863111db2dbf78d50ec4e8eaab0388102ed7e9bb8ab459d64e7af9a736628	a03863111db2dbf78d50ec4e8eaab0388102ed7e9bb8ab459d64e7af9a736628-libdee-1.0-4_1.2.7+17.10.20170616-6+b1_arm64.deb
libdeflate0	1.7-1	amd64	libdeflate	1.7-1	libdeflate0	arm64	native-arm64	exact-binary-and-source-version	1.7-1	a1adc22600ea5e44e8ea715972ac2af7994cc7ff4d94bba8e8b01abb9ddbdfd0	a1adc22600ea5e44e8ea715972ac2af7994cc7ff4d94bba8e8b01abb9ddbdfd0-libdeflate0_1.7-1_arm64.deb
libdevmapper1.02.1	2:1.02.175-2.1	amd64	lvm2	2.03.11-2.1	libdevmapper1.02.1	arm64	native-arm64	exact-binary-and-source-version	2:1.02.175-2.1	b253246acaca9f39967d914bfda3a8e74a41eb87c67508fd02523fbd37457292	b253246acaca9f39967d914bfda3a8e74a41eb87c67508fd02523fbd37457292-libdevmapper1.02.1_2%3a1.02.175-2.1_arm64.deb
libdns-export1110	1:9.11.19+dfsg-2.1	amd64	bind9-libs	1:9.11.19+dfsg-2.1	libdns-export1110	arm64	native-arm64	exact-binary-and-source-version	1:9.11.19+dfsg-2.1	89dd3066b984ff7ea4500f4bf2aa0ffb2fd314484a11a081bf5b5e0c71c13b2f	89dd3066b984ff7ea4500f4bf2aa0ffb2fd314484a11a081bf5b5e0c71c13b2f-libdns-export1110_1%3a9.11.19+dfsg-2.1_arm64.deb
libdouble-conversion3	3.1.5-6.1	amd64	double-conversion	3.1.5-6.1	libdouble-conversion3	arm64	native-arm64	exact-binary-and-source-version	3.1.5-6.1	63b41ee55d95505e4dcd7ec6f7bb840fdc5a0527f6ecd29069f6ce7ff8536ba2	63b41ee55d95505e4dcd7ec6f7bb840fdc5a0527f6ecd29069f6ce7ff8536ba2-libdouble-conversion3_3.1.5-6.1_arm64.deb
libdpkg-perl	1.20.12+grm3u1	all	dpkg	1.20.12+grm3u1	libdpkg-perl	all	reuse-all	exact-binary-and-source-version	1.20.12+grm3u1	3252d345979bdc8e26e0913ba8d47d90e5bd769024c247b67b2608cfb0fbf128	3252d345979bdc8e26e0913ba8d47d90e5bd769024c247b67b2608cfb0fbf128-libdpkg-perl_1.20.12+grm3u1_all.deb
libdrm-amdgpu1	2.4.104-1	amd64	libdrm	2.4.104-1	libdrm-amdgpu1	arm64	native-arm64	exact-binary-and-source-version	2.4.104-1	660f8dced02cb67826e61a91e09101d70c904ff0231d6696d6b45dbd789e86cb	660f8dced02cb67826e61a91e09101d70c904ff0231d6696d6b45dbd789e86cb-libdrm-amdgpu1_2.4.104-1_arm64.deb
libdrm-common	2.4.104-1	all	libdrm	2.4.104-1	libdrm-common	all	reuse-all	exact-binary-and-source-version	2.4.104-1	60c69026fb8e4cfdf8d80a4a86ee30516c611dcc4de4aa1c8ccbf06dff563e2b	60c69026fb8e4cfdf8d80a4a86ee30516c611dcc4de4aa1c8ccbf06dff563e2b-libdrm-common_2.4.104-1_all.deb
libdrm-nouveau2	2.4.104-1	amd64	libdrm	2.4.104-1	libdrm-nouveau2	arm64	native-arm64	exact-binary-and-source-version	2.4.104-1	d54e628289717d6751367767e9b1867ed8b863890a64724cda4e76f3be773cde	d54e628289717d6751367767e9b1867ed8b863890a64724cda4e76f3be773cde-libdrm-nouveau2_2.4.104-1_arm64.deb
libdrm-radeon1	2.4.104-1	amd64	libdrm	2.4.104-1	libdrm-radeon1	arm64	native-arm64	exact-binary-and-source-version	2.4.104-1	e8ecdbc425f3ce293d85eb43bd759f657db9eccef24637c4edb36a147fed93cb	e8ecdbc425f3ce293d85eb43bd759f657db9eccef24637c4edb36a147fed93cb-libdrm-radeon1_2.4.104-1_arm64.deb
libdrm2	2.4.104-1	amd64	libdrm	2.4.104-1	libdrm2	arm64	native-arm64	exact-binary-and-source-version	2.4.104-1	1dc606aa361307a8c5277c2a5ddedea40a4125874e887c98e82b33dacaa853b0	1dc606aa361307a8c5277c2a5ddedea40a4125874e887c98e82b33dacaa853b0-libdrm2_2.4.104-1_arm64.deb
libdv4	1.0.0-13	amd64	libdv	1.0.0-13	libdv4	arm64	native-arm64	exact-binary-and-source-version	1.0.0-13	cd32532a1ded7f2a159ade41db771845572271a1986b8d6af1ac2ff1c5d507ba	cd32532a1ded7f2a159ade41db771845572271a1986b8d6af1ac2ff1c5d507ba-libdv4_1.0.0-13_arm64.deb
libdvdnav4	6.1.0-1+b1	amd64	libdvdnav	6.1.0-1	libdvdnav4	arm64	native-arm64	exact-binary-and-source-version	6.1.0-1+b1	7f62541bc9116c2074d5f89ddbdf16310ea2d37fe831bea5b2b27940218da335	7f62541bc9116c2074d5f89ddbdf16310ea2d37fe831bea5b2b27940218da335-libdvdnav4_6.1.0-1+b1_arm64.deb
libdvdread8	6.1.1-2	amd64	libdvdread	6.1.1-2	libdvdread8	arm64	native-arm64	exact-binary-and-source-version	6.1.1-2	0a8acd661ee3e12b7c5b484fdce8e98d7d4f42f9714a5e6ca0f1d00927956d16	0a8acd661ee3e12b7c5b484fdce8e98d7d4f42f9714a5e6ca0f1d00927956d16-libdvdread8_6.1.1-2_arm64.deb
libdw1	0.183-1	amd64	elfutils	0.183-1	libdw1	arm64	native-arm64	exact-binary-and-source-version	0.183-1	66805e4b00001a0e76ea5291705942b542be53e8d1149867cfbd4cd5fd92285f	66805e4b00001a0e76ea5291705942b542be53e8d1149867cfbd4cd5fd92285f-libdw1_0.183-1_arm64.deb
libecal-2.0-1	3.38.3-1+deb11u2	amd64	evolution-data-server	3.38.3-1+deb11u2	libecal-2.0-1	arm64	native-arm64	exact-binary-and-source-version	3.38.3-1+deb11u2	163fd6f07457d2ec8a8c7bf3664d8f9412c9ee59423ba4c77f4cb1cd7bc8ba3d	163fd6f07457d2ec8a8c7bf3664d8f9412c9ee59423ba4c77f4cb1cd7bc8ba3d-libecal-2.0-1_3.38.3-1+deb11u2_arm64.deb
libecryptfs1	111-5	amd64	ecryptfs-utils	111-5	libecryptfs1	arm64	native-arm64	exact-binary-and-source-version	111-5	61a994070803aa2f9c73272f4460a6f449dbd4e563fbf9148eb85b0c15a89978	61a994070803aa2f9c73272f4460a6f449dbd4e563fbf9148eb85b0c15a89978-libecryptfs1_111-5_arm64.deb
libedataserver-1.2-25	3.38.3-1+deb11u2	amd64	evolution-data-server	3.38.3-1+deb11u2	libedataserver-1.2-25	arm64	native-arm64	exact-binary-and-source-version	3.38.3-1+deb11u2	a7a63e449d3ae04b18070acfa2f0042f96028b7c43f665e8c45a7cafcb5057b1	a7a63e449d3ae04b18070acfa2f0042f96028b7c43f665e8c45a7cafcb5057b1-libedataserver-1.2-25_3.38.3-1+deb11u2_arm64.deb
libedit2	3.1-20191231-2+b1	amd64	libedit	3.1-20191231-2	libedit2	arm64	native-arm64	exact-binary-and-source-version	3.1-20191231-2+b1	43cbfd69ef591a66cfd06aedf930e3fc3c370b3a7ad514a33399d0e1a4d7343e	43cbfd69ef591a66cfd06aedf930e3fc3c370b3a7ad514a33399d0e1a4d7343e-libedit2_3.1-20191231-2+b1_arm64.deb
libefiboot1	37-6	amd64	efivar	37-6	libefiboot1	arm64	native-arm64	exact-binary-and-source-version	37-6	7d5825ad3ffc68eb8f2934409d23a80db41748c5a212578c5aa08a292702e193	7d5825ad3ffc68eb8f2934409d23a80db41748c5a212578c5aa08a292702e193-libefiboot1_37-6_arm64.deb
libefivar1	37-6	amd64	efivar	37-6	libefivar1	arm64	native-arm64	exact-binary-and-source-version	37-6	b00a8b0d96e5ed2da5d4fb5e1ea6b1aa09aed4770db84affbca3f9d74d7ba207	b00a8b0d96e5ed2da5d4fb5e1ea6b1aa09aed4770db84affbca3f9d74d7ba207-libefivar1_37-6_arm64.deb
libegl-mesa0	20.3.5-1	amd64	mesa	20.3.5-1	libegl-mesa0	arm64	native-arm64	exact-binary-and-source-version	20.3.5-1	cf0ea87393d134d49145798357725a044c80ee2d48fc8920490e15282aa4dca5	cf0ea87393d134d49145798357725a044c80ee2d48fc8920490e15282aa4dca5-libegl-mesa0_20.3.5-1_arm64.deb
libegl1	1.3.2-1	amd64	libglvnd	1.3.2-1	libegl1	arm64	native-arm64	exact-binary-and-source-version	1.3.2-1	4b531a79399010d3377ce9b6094c8f5f3508bd18ea5b32008a6a1ec16e019a81	4b531a79399010d3377ce9b6094c8f5f3508bd18ea5b32008a6a1ec16e019a81-libegl1_1.3.2-1_arm64.deb
libelf1	0.183-1	amd64	elfutils	0.183-1	libelf1	arm64	native-arm64	exact-binary-and-source-version	0.183-1	12e14110cd66b3bf0564e3b184985b3e91c9cd76e909531a7f7bd2cb9b35a1f3	12e14110cd66b3bf0564e3b184985b3e91c9cd76e909531a7f7bd2cb9b35a1f3-libelf1_0.183-1_arm64.deb
libenchant-2-2	2.2.15-1	amd64	enchant-2	2.2.15-1	libenchant-2-2	arm64	native-arm64	exact-binary-and-source-version	2.2.15-1	54efd36eed32db7c2b2f7997c744c01c400c0997a0ca7b752a1b1a446a9558b3	54efd36eed32db7c2b2f7997c744c01c400c0997a0ca7b752a1b1a446a9558b3-libenchant-2-2_2.2.15-1_arm64.deb
libepoxy0	1.5.5-1	amd64	libepoxy	1.5.5-1	libepoxy0	arm64	native-arm64	exact-binary-and-source-version	1.5.5-1	cc66fbfd7b08de406873d792b07f17e19e70e37c8255fe33335b57d17379fdd5	cc66fbfd7b08de406873d792b07f17e19e70e37c8255fe33335b57d17379fdd5-libepoxy0_1.5.5-1_arm64.deb
libept1.6.0	1.2.1	amd64	libept	1.2.1	libept1.6.0	arm64	native-arm64	exact-binary-and-source-version	1.2.1	a0e5f74c492a6005fd1f06148eee4bc3a8b1546709cee2b0e27dd3e6d6330afb	a0e5f74c492a6005fd1f06148eee4bc3a8b1546709cee2b0e27dd3e6d6330afb-libept1.6.0_1.2.1_arm64.deb
libestr0	0.1.10-2.1+b1	amd64	libestr	0.1.10-2.1	libestr0	arm64	native-arm64	exact-binary-and-source-version	0.1.10-2.1+b1	58f06e2a3672083091a39e050e11363ba8fe3f75de27fe6040569dc654ce538b	58f06e2a3672083091a39e050e11363ba8fe3f75de27fe6040569dc654ce538b-libestr0_0.1.10-2.1+b1_arm64.deb
libevdev2	1.11.0+dfsg-1	amd64	libevdev	1.11.0+dfsg-1	libevdev2	arm64	native-arm64	exact-binary-and-source-version	1.11.0+dfsg-1	3d99c5b85dc78bcff58d84f4b3a31f270c5c185be12f6411a8c768da080bb84c	3d99c5b85dc78bcff58d84f4b3a31f270c5c185be12f6411a8c768da080bb84c-libevdev2_1.11.0+dfsg-1_arm64.deb
libevent-2.1-7	2.1.12-stable-1	amd64	libevent	2.1.12-stable-1	libevent-2.1-7	arm64	native-arm64	exact-binary-and-source-version	2.1.12-stable-1	0477c3f86b66add32757919fd859aaae67a37336dbfaa3af3614b90b8acc42bf	0477c3f86b66add32757919fd859aaae67a37336dbfaa3af3614b90b8acc42bf-libevent-2.1-7_2.1.12-stable-1_arm64.deb
libexempi8	2.5.2-1	amd64	exempi	2.5.2-1	libexempi8	arm64	native-arm64	exact-binary-and-source-version	2.5.2-1	0930825ca49eb2fe42846b6bf8b45ee563139560a0188910afa505368b34d893	0930825ca49eb2fe42846b6bf8b45ee563139560a0188910afa505368b34d893-libexempi8_2.5.2-1_arm64.deb
libexif12	0.6.22-3	amd64	libexif	0.6.22-3	libexif12	arm64	native-arm64	exact-binary-and-source-version	0.6.22-3	2b2f428d688630275822104dad11d08203640076e91ea2df37dabcf2a6ae7e0e	2b2f428d688630275822104dad11d08203640076e91ea2df37dabcf2a6ae7e0e-libexif12_0.6.22-3_arm64.deb
libexiv2-27	0.27.3-3+deb11u2	amd64	exiv2	0.27.3-3+deb11u2	libexiv2-27	arm64	native-arm64	exact-binary-and-source-version	0.27.3-3+deb11u2	3447759ccfe8685c80cfcc1b5f7ba4eb9728d5b7807307f6e88a0ba672c30408	3447759ccfe8685c80cfcc1b5f7ba4eb9728d5b7807307f6e88a0ba672c30408-libexiv2-27_0.27.3-3+deb11u2_arm64.deb
libexpat1	2.2.10-2+deb11u5	amd64	expat	2.2.10-2+deb11u5	libexpat1	arm64	native-arm64	exact-binary-and-source-version	2.2.10-2+deb11u5	8d20bfd061845bda0321d01accd6f8386ead5b1d7250a585d12b8d5fb1408ffa	8d20bfd061845bda0321d01accd6f8386ead5b1d7250a585d12b8d5fb1408ffa-libexpat1_2.2.10-2+deb11u5_arm64.deb
libext2fs2	1.46.2-2	amd64	e2fsprogs	1.46.2-2	libext2fs2	arm64	native-arm64	exact-binary-and-source-version	1.46.2-2	88233f1fca7c614c7841e3563505f09e8dc5fb119a990e523187593633046177	88233f1fca7c614c7841e3563505f09e8dc5fb119a990e523187593633046177-libext2fs2_1.46.2-2_arm64.deb
libextutils-depends-perl	0.8000-1	all	libextutils-depends-perl	0.8000-1	libextutils-depends-perl	all	reuse-all	exact-binary-and-source-version	0.8000-1	8c530b94476a79fc122f9ca9b0be9d69f3a7a59df27628ac36638638d6fe4f76	8c530b94476a79fc122f9ca9b0be9d69f3a7a59df27628ac36638638d6fe4f76-libextutils-depends-perl_0.8000-1_all.deb
libextutils-pkgconfig-perl	1.16-1.1	all	libextutils-pkgconfig-perl	1.16-1.1	libextutils-pkgconfig-perl	all	reuse-all	exact-binary-and-source-version	1.16-1.1	7d259003d6743b36ab2d29b3917c08242e152bff3e24166d867643f5df2a4dc5	7d259003d6743b36ab2d29b3917c08242e152bff3e24166d867643f5df2a4dc5-libextutils-pkgconfig-perl_1.16-1.1_all.deb
libfaad2	2.10.0-1	amd64	faad2	2.10.0-1	libfaad2	arm64	native-arm64	exact-binary-and-source-version	2.10.0-1	bd2fb8e6b423f68588c70584ea1ebc63e6960554be0f07f7198711de84120387	bd2fb8e6b423f68588c70584ea1ebc63e6960554be0f07f7198711de84120387-libfaad2_2.10.0-1_arm64.deb
libfastjson4	0.99.9-1	amd64	libfastjson	0.99.9-1	libfastjson4	arm64	native-arm64	exact-binary-and-source-version	0.99.9-1	f35d72348ee70e2d5b38ffb47d1d67f512b456f4f816566757d274933aa3f5ae	f35d72348ee70e2d5b38ffb47d1d67f512b456f4f816566757d274933aa3f5ae-libfastjson4_0.99.9-1_arm64.deb
libfdisk1	2.36.1-8+deb11u1	amd64	util-linux	2.36.1-8+deb11u1	libfdisk1	arm64	native-arm64	exact-binary-and-source-version	2.36.1-8+deb11u1	66385061f7410d74aabb5029d24bdb132e4acd2070f8256c0b75bd33dd8808d9	66385061f7410d74aabb5029d24bdb132e4acd2070f8256c0b75bd33dd8808d9-libfdisk1_2.36.1-8+deb11u1_arm64.deb
libffi7	3.3-6	amd64	libffi	3.3-6	libffi7	arm64	native-arm64	exact-binary-and-source-version	3.3-6	eb748e33ae4ed46f5a4c14b7a2a09792569f2029ede319d0979c373829ba1532	eb748e33ae4ed46f5a4c14b7a2a09792569f2029ede319d0979c373829ba1532-libffi7_3.3-6_arm64.deb
libfftw3-double3	3.3.8-2	amd64	fftw3	3.3.8-2	libfftw3-double3	arm64	native-arm64	exact-binary-and-source-version	3.3.8-2	daed20aa622c8d76b4c32365fcda0921267bdc281bad16d14d30b96cd8cadb20	daed20aa622c8d76b4c32365fcda0921267bdc281bad16d14d30b96cd8cadb20-libfftw3-double3_3.3.8-2_arm64.deb
libfftw3-single3	3.3.8-2	amd64	fftw3	3.3.8-2	libfftw3-single3	arm64	native-arm64	exact-binary-and-source-version	3.3.8-2	6d81977d9f02ee49b65515b9bc5cf46ed5ea98437d0be2b9ca05e699d2adeb9a	6d81977d9f02ee49b65515b9bc5cf46ed5ea98437d0be2b9ca05e699d2adeb9a-libfftw3-single3_3.3.8-2_arm64.deb
libflac8	1.3.3-2+deb11u1	amd64	flac	1.3.3-2+deb11u1	libflac8	arm64	native-arm64	exact-binary-and-source-version	1.3.3-2+deb11u1	8da72b767f4c2c30029f31f41d76549d73d0d95a6252e0fef6d144acaedbd7f9	8da72b767f4c2c30029f31f41d76549d73d0d95a6252e0fef6d144acaedbd7f9-libflac8_1.3.3-2+deb11u1_arm64.deb
libflatpak0	1.10.8-0+deb11u1	amd64	flatpak	1.10.8-0+deb11u1	libflatpak0	arm64	native-arm64	exact-binary-and-source-version	1.10.8-0+deb11u1	253e8b7e5f955aa59e7715e2e409012b311d6ed28537279ef46bdeb26ce5e0e3	253e8b7e5f955aa59e7715e2e409012b311d6ed28537279ef46bdeb26ce5e0e3-libflatpak0_1.10.8-0+deb11u1_arm64.deb
libflite1	2.2-2	amd64	flite	2.2-2	libflite1	arm64	native-arm64	exact-binary-and-source-version	2.2-2	263e423db8223ee49b40fedacf64a0c86e0d64e359976fc3582e3961a5c105e7	263e423db8223ee49b40fedacf64a0c86e0d64e359976fc3582e3961a5c105e7-libflite1_2.2-2_arm64.deb
libfluidsynth2	2.1.7-1.1	amd64	fluidsynth	2.1.7-1.1	libfluidsynth2	arm64	native-arm64	exact-binary-and-source-version	2.1.7-1.1	58c810eadac43ea2cc50483b851ac02692f6e8373671a34b7a02debbfba4efc1	58c810eadac43ea2cc50483b851ac02692f6e8373671a34b7a02debbfba4efc1-libfluidsynth2_2.1.7-1.1_arm64.deb
libfontconfig1	2.13.1-4.2	amd64	fontconfig	2.13.1-4.2	libfontconfig1	arm64	native-arm64	exact-binary-and-source-version	2.13.1-4.2	18b13ef8a46e9d79ba6a6ba2db0c86e42583277b5d47f6942f3223e349c22641	18b13ef8a46e9d79ba6a6ba2db0c86e42583277b5d47f6942f3223e349c22641-libfontconfig1_2.13.1-4.2_arm64.deb
libfontembed1	1.28.7-1+deb11u2	amd64	cups-filters	1.28.7-1+deb11u2	libfontembed1	arm64	native-arm64	exact-binary-and-source-version	1.28.7-1+deb11u2	b4d708bcaf3332fb045a834163a6f57c8d89594069fdeb3e8479cfe08e5c5a17	b4d708bcaf3332fb045a834163a6f57c8d89594069fdeb3e8479cfe08e5c5a17-libfontembed1_1.28.7-1+deb11u2_arm64.deb
