package	amd64_version	amd64_architecture	source	source_version	arm64_package	arm64_version	status	reason	selected
libmalcontent-0-0	0.10.0-2	amd64	malcontent	0.10.0-2	libmalcontent-0-0	0.10.0-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:4dc6d59fa5346e1bdcfb7e1ebd86742b285eeed76dfe2cebd19496e27cab34c7"", ""architecture"": ""arm64"", ""download_filename"": ""libmalcontent-0-0_0.10.0-2_arm64.deb"", ""filename"": ""pool/main/m/malcontent/libmalcontent-0-0_0.10.0-2_arm64.deb"", ""package"": ""libmalcontent-0-0"", ""sha256"": ""4dc6d59fa5346e1bdcfb7e1ebd86742b285eeed76dfe2cebd19496e27cab34c7"", ""size"": 19724, ""source"": ""malcontent"", ""source_version"": ""0.10.0-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/m/malcontent/libmalcontent-0-0_0.10.0-2_arm64.deb"", ""version"": ""0.10.0-2""}"
libmalcontent-ui-0-0	0.10.0-2	amd64	malcontent	0.10.0-2	libmalcontent-ui-0-0	0.10.0-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:17930dc1c604cd6a7e4042896d7174c81d2cbc6336178b5d827961fc926910ef"", ""architecture"": ""arm64"", ""download_filename"": ""libmalcontent-ui-0-0_0.10.0-2_arm64.deb"", ""filename"": ""pool/main/m/malcontent/libmalcontent-ui-0-0_0.10.0-2_arm64.deb"", ""package"": ""libmalcontent-ui-0-0"", ""sha256"": ""17930dc1c604cd6a7e4042896d7174c81d2cbc6336178b5d827961fc926910ef"", ""size"": 21800, ""source"": ""malcontent"", ""source_version"": ""0.10.0-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/m/malcontent/libmalcontent-ui-0-0_0.10.0-2_arm64.deb"", ""version"": ""0.10.0-2""}"
libmanette-0.2-0	0.2.5-1	amd64	libmanette	0.2.5-1	libmanette-0.2-0	0.2.5-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:ccc3386a02c9a0cd3895acda1e7769640e4e525792212340b43768a20815f74b"", ""architecture"": ""arm64"", ""download_filename"": ""libmanette-0.2-0_0.2.5-1_arm64.deb"", ""filename"": ""pool/main/libm/libmanette/libmanette-0.2-0_0.2.5-1_arm64.deb"", ""package"": ""libmanette-0.2-0"", ""sha256"": ""ccc3386a02c9a0cd3895acda1e7769640e4e525792212340b43768a20815f74b"", ""size"": 26844, ""source"": ""libmanette"", ""source_version"": ""0.2.5-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libm/libmanette/libmanette-0.2-0_0.2.5-1_arm64.deb"", ""version"": ""0.2.5-1""}"
libmd0	1.0.3-3	amd64	libmd	1.0.3-3	libmd0	1.0.3-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:3c490cdcce9d25e702e6587b6166cd8e7303fce8343642d9d5d99695282a9e5c"", ""architecture"": ""arm64"", ""download_filename"": ""libmd0_1.0.3-3_arm64.deb"", ""filename"": ""pool/main/libm/libmd/libmd0_1.0.3-3_arm64.deb"", ""package"": ""libmd0"", ""sha256"": ""3c490cdcce9d25e702e6587b6166cd8e7303fce8343642d9d5d99695282a9e5c"", ""size"": 27868, ""source"": ""libmd"", ""source_version"": ""1.0.3-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libm/libmd/libmd0_1.0.3-3_arm64.deb"", ""version"": ""1.0.3-3""}"
libmd4c0	0.4.7-2	amd64	md4c	0.4.7-2	libmd4c0	0.4.7-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:ce086a542c768cf63f20863d02b387fdc17263efe3158096a7aaf4d02b584160"", ""architecture"": ""arm64"", ""download_filename"": ""libmd4c0_0.4.7-2_arm64.deb"", ""filename"": ""pool/main/m/md4c/libmd4c0_0.4.7-2_arm64.deb"", ""package"": ""libmd4c0"", ""sha256"": ""ce086a542c768cf63f20863d02b387fdc17263efe3158096a7aaf4d02b584160"", ""size"": 41136, ""source"": ""md4c"", ""source_version"": ""0.4.7-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/m/md4c/libmd4c0_0.4.7-2_arm64.deb"", ""version"": ""0.4.7-2""}"
libmediaart-2.0-0	1.9.4-3	amd64	libmediaart	1.9.4-3	libmediaart-2.0-0	1.9.4-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:f233557076b4903f35d8e31f74282de5c23c29ad95f15e2d065799235cb55582"", ""architecture"": ""arm64"", ""download_filename"": ""libmediaart-2.0-0_1.9.4-3_arm64.deb"", ""filename"": ""pool/main/libm/libmediaart/libmediaart-2.0-0_1.9.4-3_arm64.deb"", ""package"": ""libmediaart-2.0-0"", ""sha256"": ""f233557076b4903f35d8e31f74282de5c23c29ad95f15e2d065799235cb55582"", ""size"": 20868, ""source"": ""libmediaart"", ""source_version"": ""1.9.4-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libm/libmediaart/libmediaart-2.0-0_1.9.4-3_arm64.deb"", ""version"": ""1.9.4-3""}"
libmetacity3	1:3.38.0-2+grm3u1	amd64	metacity	1:3.38.0-2+grm3u1	libmetacity3	1:3.38.0-2+grm3u1	custom-rebuild	exact +grm/+han source authority must produce ARM64 binaries	
libmfx1	21.1.0-1	amd64	intel-mediasdk	21.1.0-1			arch-omit	Intel Media SDK runtime is not built for ARM64	
libminizip1	1.1-8+b1	amd64	minizip	1.1-8	libminizip1	1.1-8+b1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:9db7fb955cc168a591fa5cc052f02606a39333ce4b15177426baf2d956018400"", ""architecture"": ""arm64"", ""download_filename"": ""libminizip1_1.1-8+b1_arm64.deb"", ""filename"": ""pool/main/m/minizip/libminizip1_1.1-8+b1_arm64.deb"", ""package"": ""libminizip1"", ""sha256"": ""9db7fb955cc168a591fa5cc052f02606a39333ce4b15177426baf2d956018400"", ""size"": 17376, ""source"": ""minizip"", ""source_version"": ""1.1-8"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/m/minizip/libminizip1_1.1-8%2bb1_arm64.deb"", ""version"": ""1.1-8+b1""}"
libmjpegutils-2.1-0	1:2.1.0+debian-6	amd64	mjpegtools	1:2.1.0+debian-6	libmjpegutils-2.1-0	1:2.1.0+debian-6	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:e09666538003abdb1646ea2e3f37cf6c1188e9517226fadf2feed52a184b0188"", ""architecture"": ""arm64"", ""download_filename"": ""libmjpegutils-2.1-0_1%3a2.1.0+debian-6_arm64.deb"", ""filename"": ""pool/main/m/mjpegtools/libmjpegutils-2.1-0_2.1.0+debian-6_arm64.deb"", ""package"": ""libmjpegutils-2.1-0"", ""sha256"": ""e09666538003abdb1646ea2e3f37cf6c1188e9517226fadf2feed52a184b0188"", ""size"": 27688, ""source"": ""mjpegtools"", ""source_version"": ""1:2.1.0+debian-6"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/m/mjpegtools/libmjpegutils-2.1-0_2.1.0%2bdebian-6_arm64.deb"", ""version"": ""1:2.1.0+debian-6""}"
libmm-glib0	1.14.12-0.2	amd64	modemmanager	1.14.12-0.2	libmm-glib0	1.14.12-0.2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:91c7b87c8f0568a171616c65282580216933a3bd14dfefe690207654008fbbd6"", ""architecture"": ""arm64"", ""download_filename"": ""libmm-glib0_1.14.12-0.2_arm64.deb"", ""filename"": ""pool/main/m/modemmanager/libmm-glib0_1.14.12-0.2_arm64.deb"", ""package"": ""libmm-glib0"", ""sha256"": ""91c7b87c8f0568a171616c65282580216933a3bd14dfefe690207654008fbbd6"", ""size"": 1095904, ""source"": ""modemmanager"", ""source_version"": ""1.14.12-0.2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/m/modemmanager/libmm-glib0_1.14.12-0.2_arm64.deb"", ""version"": ""1.14.12-0.2""}"
libmms0	0.6.4-3	amd64	libmms	0.6.4-3	libmms0	0.6.4-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:693b550f8e391398b22b3aca25c25dc21f8eeb2279bee82c98bd56a2401315d5"", ""architecture"": ""arm64"", ""download_filename"": ""libmms0_0.6.4-3_arm64.deb"", ""filename"": ""pool/main/libm/libmms/libmms0_0.6.4-3_arm64.deb"", ""package"": ""libmms0"", ""sha256"": ""693b550f8e391398b22b3aca25c25dc21f8eeb2279bee82c98bd56a2401315d5"", ""size"": 32116, ""source"": ""libmms"", ""source_version"": ""0.6.4-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libm/libmms/libmms0_0.6.4-3_arm64.deb"", ""version"": ""0.6.4-3""}"
libmnl0	1.0.4-3	amd64	libmnl	1.0.4-3	libmnl0	1.0.4-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:d63aafb6f2c07db8fcb135b00ff915baf72ef8a3397e773c9c24d67950c6a46c"", ""architecture"": ""arm64"", ""download_filename"": ""libmnl0_1.0.4-3_arm64.deb"", ""filename"": ""pool/main/libm/libmnl/libmnl0_1.0.4-3_arm64.deb"", ""package"": ""libmnl0"", ""sha256"": ""d63aafb6f2c07db8fcb135b00ff915baf72ef8a3397e773c9c24d67950c6a46c"", ""size"": 12116, ""source"": ""libmnl"", ""source_version"": ""1.0.4-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libm/libmnl/libmnl0_1.0.4-3_arm64.deb"", ""version"": ""1.0.4-3""}"
libmodplug1	1:0.8.9.0-3	amd64	libmodplug	1:0.8.9.0-3	libmodplug1	1:0.8.9.0-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:31562caee099234947a228d6392156495b10f4b1960182e419554fe58ee50402"", ""architecture"": ""arm64"", ""download_filename"": ""libmodplug1_1%3a0.8.9.0-3_arm64.deb"", ""filename"": ""pool/main/libm/libmodplug/libmodplug1_0.8.9.0-3_arm64.deb"", ""package"": ""libmodplug1"", ""sha256"": ""31562caee099234947a228d6392156495b10f4b1960182e419554fe58ee50402"", ""size"": 151672, ""source"": ""libmodplug"", ""source_version"": ""1:0.8.9.0-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libm/libmodplug/libmodplug1_0.8.9.0-3_arm64.deb"", ""version"": ""1:0.8.9.0-3""}"
libmount1	2.36.1-8+deb11u1	amd64	util-linux	2.36.1-8+deb11u1	libmount1	2.36.1-8+deb11u1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:fd1dff93bdaba84d3f45f25448e2ada8c867674cd4e8af9fe25604ddf9a2f8de"", ""architecture"": ""arm64"", ""download_filename"": ""libmount1_2.36.1-8+deb11u1_arm64.deb"", ""filename"": ""pool/main/u/util-linux/libmount1_2.36.1-8+deb11u1_arm64.deb"", ""package"": ""libmount1"", ""sha256"": ""fd1dff93bdaba84d3f45f25448e2ada8c867674cd4e8af9fe25604ddf9a2f8de"", ""size"": 202664, ""source"": ""util-linux"", ""source_version"": ""2.36.1-8+deb11u1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/u/util-linux/libmount1_2.36.1-8%2bdeb11u1_arm64.deb"", ""version"": ""2.36.1-8+deb11u1""}"
libmozjs-78-0	78.4.0-2	amd64	mozjs78	78.4.0-2	libmozjs-78-0	78.4.0-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:5bb48c803a0410c94ba91570f0e43d3eff4443c05271936655b5b61aa878f318"", ""architecture"": ""arm64"", ""download_filename"": ""libmozjs-78-0_78.4.0-2_arm64.deb"", ""filename"": ""pool/main/m/mozjs78/libmozjs-78-0_78.4.0-2_arm64.deb"", ""package"": ""libmozjs-78-0"", ""sha256"": ""5bb48c803a0410c94ba91570f0e43d3eff4443c05271936655b5b61aa878f318"", ""size"": 3656200, ""source"": ""mozjs78"", ""source_version"": ""78.4.0-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/m/mozjs78/libmozjs-78-0_78.4.0-2_arm64.deb"", ""version"": ""78.4.0-2""}"
libmp3lame0	3.100-3	amd64	lame	3.100-3	libmp3lame0	3.100-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:ad02a132721a5569476235b3fbe8f88af0c9e06fa37d8d68f5eda604cfe8ec92"", ""architecture"": ""arm64"", ""download_filename"": ""libmp3lame0_3.100-3_arm64.deb"", ""filename"": ""pool/main/l/lame/libmp3lame0_3.100-3_arm64.deb"", ""package"": ""libmp3lame0"", ""sha256"": ""ad02a132721a5569476235b3fbe8f88af0c9e06fa37d8d68f5eda604cfe8ec92"", ""size"": 356376, ""source"": ""lame"", ""source_version"": ""3.100-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/l/lame/libmp3lame0_3.100-3_arm64.deb"", ""version"": ""3.100-3""}"
libmpc3	1.2.0-1	amd64	mpclib3	1.2.0-1	libmpc3	1.2.0-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:a138ffba2e730fc8bf50004791f411f7850159a6d916a704b3f062770f7bc375"", ""architecture"": ""arm64"", ""download_filename"": ""libmpc3_1.2.0-1_arm64.deb"", ""filename"": ""pool/main/m/mpclib3/libmpc3_1.2.0-1_arm64.deb"", ""package"": ""libmpc3"", ""sha256"": ""a138ffba2e730fc8bf50004791f411f7850159a6d916a704b3f062770f7bc375"", ""size"": 43204, ""source"": ""mpclib3"", ""source_version"": ""1.2.0-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/m/mpclib3/libmpc3_1.2.0-1_arm64.deb"", ""version"": ""1.2.0-1""}"
libmpcdec6	2:0.1~r495-2	amd64	libmpc	2:0.1~r495-2	libmpcdec6	2:0.1~r495-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:f586bbb11f52627bf20846a501296366365ae7c1cd60c2829a8451cbf5ad2cdc"", ""architecture"": ""arm64"", ""download_filename"": ""libmpcdec6_2%3a0.1~r495-2_arm64.deb"", ""filename"": ""pool/main/libm/libmpc/libmpcdec6_0.1~r495-2_arm64.deb"", ""package"": ""libmpcdec6"", ""sha256"": ""f586bbb11f52627bf20846a501296366365ae7c1cd60c2829a8451cbf5ad2cdc"", ""size"": 31700, ""source"": ""libmpc"", ""source_version"": ""2:0.1~r495-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libm/libmpc/libmpcdec6_0.1%7er495-2_arm64.deb"", ""version"": ""2:0.1~r495-2""}"
libmpdec3	2.5.1-1	amd64	mpdecimal	2.5.1-1	libmpdec3	2.5.1-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:171e2581970f36a39f65d1ca3c761e76b103844daae7903fcc07f7c3822a05bb"", ""architecture"": ""arm64"", ""download_filename"": ""libmpdec3_2.5.1-1_arm64.deb"", ""filename"": ""pool/main/m/mpdecimal/libmpdec3_2.5.1-1_arm64.deb"", ""package"": ""libmpdec3"", ""sha256"": ""171e2581970f36a39f65d1ca3c761e76b103844daae7903fcc07f7c3822a05bb"", ""size"": 84388, ""source"": ""mpdecimal"", ""source_version"": ""2.5.1-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/m/mpdecimal/libmpdec3_2.5.1-1_arm64.deb"", ""version"": ""2.5.1-1""}"
libmpeg2-4	0.5.1-9	amd64	mpeg2dec	0.5.1-9	libmpeg2-4	0.5.1-9	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:abf6f3204f0cce6acde4b20899e58e1a5d1fa20e7dc6a138a39c3bda04e3b96d"", ""architecture"": ""arm64"", ""download_filename"": ""libmpeg2-4_0.5.1-9_arm64.deb"", ""filename"": ""pool/main/m/mpeg2dec/libmpeg2-4_0.5.1-9_arm64.deb"", ""package"": ""libmpeg2-4"", ""sha256"": ""abf6f3204f0cce6acde4b20899e58e1a5d1fa20e7dc6a138a39c3bda04e3b96d"", ""size"": 47444, ""source"": ""mpeg2dec"", ""source_version"": ""0.5.1-9"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/m/mpeg2dec/libmpeg2-4_0.5.1-9_arm64.deb"", ""version"": ""0.5.1-9""}"
libmpeg2encpp-2.1-0	1:2.1.0+debian-6	amd64	mjpegtools	1:2.1.0+debian-6	libmpeg2encpp-2.1-0	1:2.1.0+debian-6	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:69407c9dfb3dfb441ce0083a705416eafcfd86c585f91ff5f96403eba478a7cb"", ""architecture"": ""arm64"", ""download_filename"": ""libmpeg2encpp-2.1-0_1%3a2.1.0+debian-6_arm64.deb"", ""filename"": ""pool/main/m/mjpegtools/libmpeg2encpp-2.1-0_2.1.0+debian-6_arm64.deb"", ""package"": ""libmpeg2encpp-2.1-0"", ""sha256"": ""69407c9dfb3dfb441ce0083a705416eafcfd86c585f91ff5f96403eba478a7cb"", ""size"": 71100, ""source"": ""mjpegtools"", ""source_version"": ""1:2.1.0+debian-6"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/m/mjpegtools/libmpeg2encpp-2.1-0_2.1.0%2bdebian-6_arm64.deb"", ""version"": ""1:2.1.0+debian-6""}"
libmpfr6	4.1.0-3	amd64	mpfr4	4.1.0-3	libmpfr6	4.1.0-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:bfcc2e0c8863730cb8a98bfebce01c123370e4efa3b0d52cb8cf817ef6a06d88"", ""architecture"": ""arm64"", ""download_filename"": ""libmpfr6_4.1.0-3_arm64.deb"", ""filename"": ""pool/main/m/mpfr4/libmpfr6_4.1.0-3_arm64.deb"", ""package"": ""libmpfr6"", ""sha256"": ""bfcc2e0c8863730cb8a98bfebce01c123370e4efa3b0d52cb8cf817ef6a06d88"", ""size"": 828632, ""source"": ""mpfr4"", ""source_version"": ""4.1.0-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/m/mpfr4/libmpfr6_4.1.0-3_arm64.deb"", ""version"": ""4.1.0-3""}"
libmpg123-0	1.26.4-1	amd64	mpg123	1.26.4-1	libmpg123-0	1.26.4-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:4a7351593002fc11acc50d4d86a457332b6f3de488491803e1c3eafdeb440630"", ""architecture"": ""arm64"", ""download_filename"": ""libmpg123-0_1.26.4-1_arm64.deb"", ""filename"": ""pool/main/m/mpg123/libmpg123-0_1.26.4-1_arm64.deb"", ""package"": ""libmpg123-0"", ""sha256"": ""4a7351593002fc11acc50d4d86a457332b6f3de488491803e1c3eafdeb440630"", ""size"": 131448, ""source"": ""mpg123"", ""source_version"": ""1.26.4-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/m/mpg123/libmpg123-0_1.26.4-1_arm64.deb"", ""version"": ""1.26.4-1""}"
libmplex2-2.1-0	1:2.1.0+debian-6	amd64	mjpegtools	1:2.1.0+debian-6	libmplex2-2.1-0	1:2.1.0+debian-6	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:c99fb7e85e43a59672c1dfce1c8e6256a197ab587741ab2ddaab7f287b5313f7"", ""architecture"": ""arm64"", ""download_filename"": ""libmplex2-2.1-0_1%3a2.1.0+debian-6_arm64.deb"", ""filename"": ""pool/main/m/mjpegtools/libmplex2-2.1-0_2.1.0+debian-6_arm64.deb"", ""package"": ""libmplex2-2.1-0"", ""sha256"": ""c99fb7e85e43a59672c1dfce1c8e6256a197ab587741ab2ddaab7f287b5313f7"", ""size"": 48068, ""source"": ""mjpegtools"", ""source_version"": ""1:2.1.0+debian-6"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/m/mjpegtools/libmplex2-2.1-0_2.1.0%2bdebian-6_arm64.deb"", ""version"": ""1:2.1.0+debian-6""}"
libmpv1	0.32.0-3	amd64	mpv	0.32.0-3	libmpv1	0.32.0-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:1b0ab8fdeec73ebc7f60bf29f4aac5ac4fc2220e4d43c050df312d23c8916fa2"", ""architecture"": ""arm64"", ""download_filename"": ""libmpv1_0.32.0-3_arm64.deb"", ""filename"": ""pool/main/m/mpv/libmpv1_0.32.0-3_arm64.deb"", ""package"": ""libmpv1"", ""sha256"": ""1b0ab8fdeec73ebc7f60bf29f4aac5ac4fc2220e4d43c050df312d23c8916fa2"", ""size"": 701440, ""source"": ""mpv"", ""source_version"": ""0.32.0-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/m/mpv/libmpv1_0.32.0-3_arm64.deb"", ""version"": ""0.32.0-3""}"
libmtdev1	1.1.6-1	amd64	mtdev	1.1.6-1	libmtdev1	1.1.6-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:63e20c50fb719c41e7d456032bb9ff7130234a7f2c5769e3e364e2295dae5462"", ""architecture"": ""arm64"", ""download_filename"": ""libmtdev1_1.1.6-1_arm64.deb"", ""filename"": ""pool/main/m/mtdev/libmtdev1_1.1.6-1_arm64.deb"", ""package"": ""libmtdev1"", ""sha256"": ""63e20c50fb719c41e7d456032bb9ff7130234a7f2c5769e3e364e2295dae5462"", ""size"": 22796, ""source"": ""mtdev"", ""source_version"": ""1.1.6-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/m/mtdev/libmtdev1_1.1.6-1_arm64.deb"", ""version"": ""1.1.6-1""}"
libmtp-common	1.1.17-3	all	libmtp	1.1.17-3	libmtp-common	1.1.17-3	reuse-exact-all	exact Architecture: all binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:447579c313024d00dac42da93b38b3fd97f0761c6bf5b628c9be4511342dfac8"", ""architecture"": ""all"", ""download_filename"": ""libmtp-common_1.1.17-3_all.deb"", ""filename"": ""pool/main/libm/libmtp/libmtp-common_1.1.17-3_all.deb"", ""package"": ""libmtp-common"", ""sha256"": ""447579c313024d00dac42da93b38b3fd97f0761c6bf5b628c9be4511342dfac8"", ""size"": 67468, ""source"": ""libmtp"", ""source_version"": ""1.1.17-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libm/libmtp/libmtp-common_1.1.17-3_all.deb"", ""version"": ""1.1.17-3""}"
libmtp9	1.1.17-3	amd64	libmtp	1.1.17-3	libmtp9	1.1.17-3	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:ed821633ac19cdec0f013ec2ecbd96b981537fcc09cfec658d0afb5ae5417dd9"", ""architecture"": ""arm64"", ""download_filename"": ""libmtp9_1.1.17-3_arm64.deb"", ""filename"": ""pool/main/libm/libmtp/libmtp9_1.1.17-3_arm64.deb"", ""package"": ""libmtp9"", ""sha256"": ""ed821633ac19cdec0f013ec2ecbd96b981537fcc09cfec658d0afb5ae5417dd9"", ""size"": 195768, ""source"": ""libmtp"", ""source_version"": ""1.1.17-3"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libm/libmtp/libmtp9_1.1.17-3_arm64.deb"", ""version"": ""1.1.17-3""}"
libmysofa1	1.2~dfsg0-1	amd64	libmysofa	1.2~dfsg0-1	libmysofa1	1.2~dfsg0-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:327b8ab622706ec1a8113f31b767d0ee07f9e65823f214091abdbc80ace1e56a"", ""architecture"": ""arm64"", ""download_filename"": ""libmysofa1_1.2~dfsg0-1_arm64.deb"", ""filename"": ""pool/main/libm/libmysofa/libmysofa1_1.2~dfsg0-1_arm64.deb"", ""package"": ""libmysofa1"", ""sha256"": ""327b8ab622706ec1a8113f31b767d0ee07f9e65823f214091abdbc80ace1e56a"", ""size"": 1155232, ""source"": ""libmysofa"", ""source_version"": ""1.2~dfsg0-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libm/libmysofa/libmysofa1_1.2%7edfsg0-1_arm64.deb"", ""version"": ""1.2~dfsg0-1""}"
libnautilus-extension1a	3.38.2-1+deb11u1+grm3u8	amd64	nautilus	3.38.2-1+deb11u1+grm3u8	libnautilus-extension1a	3.38.2-1+deb11u1+grm3u8	custom-rebuild	exact +grm/+han source authority must produce ARM64 binaries	
libncurses6	6.2+20201114-2+deb11u1	amd64	ncurses	6.2+20201114-2+deb11u1	libncurses6	6.2+20201114-2+deb11u1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:aea313a326ab71ab5b85b72b3ae318e388dd3f51ccba70e3634530f98a4649f2"", ""architecture"": ""arm64"", ""download_filename"": ""libncurses6_6.2+20201114-2+deb11u1_arm64.deb"", ""filename"": ""pool/main/n/ncurses/libncurses6_6.2+20201114-2+deb11u1_arm64.deb"", ""package"": ""libncurses6"", ""sha256"": ""aea313a326ab71ab5b85b72b3ae318e388dd3f51ccba70e3634530f98a4649f2"", ""size"": 93100, ""source"": ""ncurses"", ""source_version"": ""6.2+20201114-2+deb11u1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/n/ncurses/libncurses6_6.2%2b20201114-2%2bdeb11u1_arm64.deb"", ""version"": ""6.2+20201114-2+deb11u1""}"
