reference_package	reference_version	mapping_status	source	source_version	target_package	target_version	target_architecture	custom_candidate
p7zip-full	16.02+dfsg-8+grm3u1	rebuild-arm64	p7zip	16.02+dfsg-8+grm3u1	p7zip-full	16.02+dfsg-8+grm3u1	arm64	True
packagekit	1.2.2-2	exact-arm64	packagekit	1.2.2-2	packagekit	1.2.2-2	arm64	False
packagekit-tools	1.2.2-2	exact-arm64	packagekit	1.2.2-2	packagekit-tools	1.2.2-2	arm64	False
pam-gooroom	0.4.3+grm3u1	rebuild-arm64	pam-gooroom	0.4.3+grm3u1	pam-gooroom	0.4.3+grm3u1	arm64	True
papirus-icon-theme	20210201-1	reuse-all	papirus-icon-theme	20210201-1	papirus-icon-theme	20210201-1	all	False
parted	3.4-1	exact-arm64	parted	3.4-1	parted	3.4-1	arm64	False
passwd	1:4.8.1-1	exact-arm64	shadow	1:4.8.1-1	passwd	1:4.8.1-1	arm64	False
pci.ids	0.0~2021.02.08-1	reuse-all	pci.ids	0.0~2021.02.08-1	pci.ids	0.0~2021.02.08-1	all	False
perl	5.32.1-4+deb11u2	exact-arm64	perl	5.32.1-4+deb11u2	perl	5.32.1-4+deb11u2	arm64	False
perl-base	5.32.1-4+deb11u2	exact-arm64	perl	5.32.1-4+deb11u2	perl-base	5.32.1-4+deb11u2	arm64	False
perl-modules-5.32	5.32.1-4+deb11u2	reuse-all	perl	5.32.1-4+deb11u2	perl-modules-5.32	5.32.1-4+deb11u2	all	False
pinentry-curses	1.1.0-4	exact-arm64	pinentry	1.1.0-4	pinentry-curses	1.1.0-4	arm64	False
pinentry-gnome3	1.1.0-4	exact-arm64	pinentry	1.1.0-4	pinentry-gnome3	1.1.0-4	arm64	False
pkg-config	0.29.2-1	exact-arm64	pkg-config	0.29.2-1	pkg-config	0.29.2-1	arm64	False
plymouth	0.9.5-3	exact-arm64	plymouth	0.9.5-3	plymouth	0.9.5-3	arm64	False
policykit-1	0.105-31+nDeb11u1+grm3u1	rebuild-arm64	policykit-1	0.105-31+nDeb11u1+grm3u1	policykit-1	0.105-31+nDeb11u1+grm3u1	arm64	True
poppler-data	0.4.10-1	reuse-all	poppler-data	0.4.10-1	poppler-data	0.4.10-1	all	False
poppler-utils	20.09.0-3.1+deb11u1	exact-arm64	poppler	20.09.0-3.1+deb11u1	poppler-utils	20.09.0-3.1+deb11u1	arm64	False
printer-driver-all	0.20200223	reuse-all	printing-metas	0.20200223	printer-driver-all	0.20200223	all	False
printer-driver-brlaser	6-1	exact-arm64	brlaser	6-1	printer-driver-brlaser	6-1	arm64	False
printer-driver-c2050	0.3b-8	exact-arm64	c2050	0.3b-8	printer-driver-c2050	0.3b-8	arm64	False
printer-driver-c2esp	27-8	exact-arm64	c2esp	27-8	printer-driver-c2esp	27-8	arm64	False
printer-driver-cjet	0.8.9-8	exact-arm64	cjet	0.8.9-8	printer-driver-cjet	0.8.9-8	arm64	False
printer-driver-dymo	1.4.0-9	exact-arm64	dymo-cups-drivers	1.4.0-9	printer-driver-dymo	1.4.0-9	arm64	False
printer-driver-escpr	1.7.8-1	exact-arm64	epson-inkjet-printer-escpr	1.7.8-1	printer-driver-escpr	1.7.8-1	arm64	False
printer-driver-foo2zjs	20200505dfsg0-1	exact-arm64	foo2zjs	20200505dfsg0-1	printer-driver-foo2zjs	20200505dfsg0-1	arm64	False
printer-driver-foo2zjs-common	20200505dfsg0-1	reuse-all	foo2zjs	20200505dfsg0-1	printer-driver-foo2zjs-common	20200505dfsg0-1	all	False
printer-driver-gutenprint	5.3.3-5	exact-arm64	gutenprint	5.3.3-5	printer-driver-gutenprint	5.3.3-5	arm64	False
printer-driver-hpcups	3.21.2+dfsg1-2	exact-arm64	hplip	3.21.2+dfsg1-2	printer-driver-hpcups	3.21.2+dfsg1-2	arm64	False
printer-driver-hpijs	3.21.2+dfsg1-2	exact-arm64	hplip	3.21.2+dfsg1-2	printer-driver-hpijs	3.21.2+dfsg1-2	arm64	False
printer-driver-m2300w	0.51-14	exact-arm64	m2300w	0.51-14	printer-driver-m2300w	0.51-14	arm64	False
printer-driver-min12xxw	0.0.9-11	exact-arm64	min12xxw	0.0.9-11	printer-driver-min12xxw	0.0.9-11	arm64	False
printer-driver-pnm2ppa	1.13-10	exact-arm64	pnm2ppa	1.13-10	printer-driver-pnm2ppa	1.13-10	arm64	False
printer-driver-postscript-hp	3.21.2+dfsg1-2	exact-arm64	hplip	3.21.2+dfsg1-2	printer-driver-postscript-hp	3.21.2+dfsg1-2	arm64	False
printer-driver-ptouch	1.5.1-2	exact-arm64	ptouch-driver	1.5.1-2	printer-driver-ptouch	1.5.1-2	arm64	False
printer-driver-pxljr	1.4+repack0-5	exact-arm64	pxljr	1.4+repack0-5	printer-driver-pxljr	1.4+repack0-5	arm64	False
printer-driver-sag-gdi	0.1-7	reuse-all	rastertosag-gdi	0.1-7	printer-driver-sag-gdi	0.1-7	all	False
printer-driver-splix	2.0.0+svn315-7	exact-arm64	splix	2.0.0+svn315-7	printer-driver-splix	2.0.0+svn315-7	arm64	False
procps	2:3.3.17-5	exact-arm64	procps	2:3.3.17-5	procps	2:3.3.17-5	arm64	False
psmisc	23.4-2	exact-arm64	psmisc	23.4-2	psmisc	23.4-2	arm64	False
pulseaudio	14.2-2	exact-arm64	pulseaudio	14.2-2	pulseaudio	14.2-2	arm64	False
pulseaudio-module-bluetooth	14.2-2	exact-arm64	pulseaudio	14.2-2	pulseaudio-module-bluetooth	14.2-2	arm64	False
pulseaudio-utils	14.2-2	exact-arm64	pulseaudio	14.2-2	pulseaudio-utils	14.2-2	arm64	False
python-apt-common	2.2.1	reuse-all	python-apt	2.2.1	python-apt-common	2.2.1	all	False
python2.7	2.7.18-8	exact-arm64	python2.7	2.7.18-8	python2.7	2.7.18-8	arm64	False
python2.7-minimal	2.7.18-8	exact-arm64	python2.7	2.7.18-8	python2.7-minimal	2.7.18-8	arm64	False
python3	3.9.2-3	exact-arm64	python3-defaults	3.9.2-3	python3	3.9.2-3	arm64	False
python3-apt	2.2.1	exact-arm64	python-apt	2.2.1	python3-apt	2.2.1	arm64	False
python3-cairo	1.16.2-4+b2	exact-arm64	pycairo	1.16.2-4	python3-cairo	1.16.2-4+b2	arm64	False
python3-certifi	2020.6.20-1	reuse-all	python-certifi	2020.6.20-1	python3-certifi	2020.6.20-1	all	False
python3-cffi-backend	1.14.5-1	exact-arm64	python-cffi	1.14.5-1	python3-cffi-backend	1.14.5-1	arm64	False
python3-chardet	4.0.0-1	reuse-all	chardet	4.0.0-1	python3-chardet	4.0.0-1	all	False
python3-configobj	5.0.6-4	reuse-all	configobj	5.0.6-4	python3-configobj	5.0.6-4	all	False
python3-cryptography	3.3.2-1	exact-arm64	python-cryptography	3.3.2-1	python3-cryptography	3.3.2-1	arm64	False
python3-cups	2.0.1-4+b1	exact-arm64	python-cups	2.0.1-4	python3-cups	2.0.1-4+b1	arm64	False
python3-cupshelpers	1.5.14-1+grm3u1	reuse-all	system-config-printer	1.5.14-1+grm3u1	python3-cupshelpers	1.5.14-1+grm3u1	all	True
python3-dbus	1.2.16-5	exact-arm64	dbus-python	1.2.16-5	python3-dbus	1.2.16-5	arm64	False
python3-debian	0.1.39	reuse-all	python-debian	0.1.39	python3-debian	0.1.39	all	False
python3-distro	1.5.0-1	reuse-all	python-distro	1.5.0-1	python3-distro	1.5.0-1	all	False
python3-distutils	3.9.2-1	reuse-all	python3-stdlib-extensions	3.9.2-1	python3-distutils	3.9.2-1	all	False
python3-dns	3.2.1-1	reuse-all	py3dns	3.2.1-1	python3-dns	3.2.1-1	all	False
python3-gi	3.38.0-2	exact-arm64	pygobject	3.38.0-2	python3-gi	3.38.0-2	arm64	False
python3-gi-cairo	3.38.0-2	exact-arm64	pygobject	3.38.0-2	python3-gi-cairo	3.38.0-2	arm64	False
python3-gnupg	0.4.6-1	reuse-all	python-gnupg	0.4.6-1	python3-gnupg	0.4.6-1	all	False
python3-httplib2	0.18.1-3	reuse-all	python-httplib2	0.18.1-3	python3-httplib2	0.18.1-3	all	False
python3-idna	2.10-1	reuse-all	python-idna	2.10-1	python3-idna	2.10-1	all	False
python3-iptables	1.0.0-1+b2	exact-arm64	python-iptables	1.0.0-1	python3-iptables	1.0.0-1+b2	arm64	False
python3-ldb	2:2.2.3-2~deb11u2	exact-arm64	ldb	2:2.2.3-2~deb11u2	python3-ldb	2:2.2.3-2~deb11u2	arm64	False
python3-lib2to3	3.9.2-1	reuse-all	python3-stdlib-extensions	3.9.2-1	python3-lib2to3	3.9.2-1	all	False
python3-minimal	3.9.2-3	exact-arm64	python3-defaults	3.9.2-3	python3-minimal	3.9.2-3	arm64	False
python3-netifaces	0.10.9-0.2+b3	exact-arm64	netifaces	0.10.9-0.2	python3-netifaces	0.10.9-0.2+b3	arm64	False
python3-numpy	1:1.19.5-1	exact-arm64	numpy	1:1.19.5-1	python3-numpy	1:1.19.5-1	arm64	False
python3-openssl	20.0.1-1	reuse-all	pyopenssl	20.0.1-1	python3-openssl	20.0.1-1	all	False
python3-parted	3.11.7-0.1+b1	exact-arm64	pyparted	3.11.7-0.1	python3-parted	3.11.7-0.1+b1	arm64	False
python3-pil	8.1.2+dfsg-0.3+deb11u1	exact-arm64	pillow	8.1.2+dfsg-0.3+deb11u1	python3-pil	8.1.2+dfsg-0.3+deb11u1	arm64	False
python3-pkg-resources	52.0.0-4	reuse-all	setuptools	52.0.0-4	python3-pkg-resources	52.0.0-4	all	False
python3-psutil	5.8.0-1	exact-arm64	python-psutil	5.8.0-1	python3-psutil	5.8.0-1	arm64	False
python3-pwquality	1.4.4-1	exact-arm64	libpwquality	1.4.4-1	python3-pwquality	1.4.4-1	arm64	False
python3-pyinotify	0.9.6-1.3	reuse-all	pyinotify	0.9.6-1.3	python3-pyinotify	0.9.6-1.3	all	False
python3-pyqt5	5.15.2+dfsg-3	exact-arm64	pyqt5	5.15.2+dfsg-3	python3-pyqt5	5.15.2+dfsg-3	arm64	False
python3-pyqt5.sip	12.8.1-1+b2	exact-arm64	pyqt5-sip	12.8.1-1	python3-pyqt5.sip	12.8.1-1+b2	arm64	False
python3-pyudev	0.22.0-2	reuse-all	pyudev	0.22.0-2	python3-pyudev	0.22.0-2	all	False
python3-requests	2.25.1+dfsg-2	reuse-all	requests	2.25.1+dfsg-2	python3-requests	2.25.1+dfsg-2	all	False
python3-simplejson	3.17.2-1	exact-arm64	simplejson	3.17.2-1	python3-simplejson	3.17.2-1	arm64	False
python3-six	1.16.0-2	reuse-all	six	1.16.0-2	python3-six	1.16.0-2	all	False
python3-systemd	234-3+b4	exact-arm64	python-systemd	234-3	python3-systemd	234-3+b4	arm64	False
python3-talloc	2.3.1-2+b1	exact-arm64	talloc	2.3.1-2	python3-talloc	2.3.1-2+b1	arm64	False
python3-urllib3	1.26.5-1~exp1	reuse-all	python-urllib3	1.26.5-1~exp1	python3-urllib3	1.26.5-1~exp1	all	False
python3-xdg	0.27-2	reuse-all	pyxdg	0.27-2	python3-xdg	0.27-2	all	False
python3-xlib	0.29-1	reuse-all	python-xlib	0.29-1	python3-xlib	0.29-1	all	False
python3-zeitgeist	1.0.3-4	reuse-all	zeitgeist	1.0.3-4	python3-zeitgeist	1.0.3-4	all	False
python3.9	3.9.2-1	exact-arm64	python3.9	3.9.2-1	python3.9	3.9.2-1	arm64	False
python3.9-minimal	3.9.2-1	exact-arm64	python3.9	3.9.2-1	python3.9-minimal	3.9.2-1	arm64	False
readline-common	8.1-1	reuse-all	readline	8.1-1	readline-common	8.1-1	all	False
rsync	3.2.3-4+deb11u1	exact-arm64	rsync	3.2.3-4+deb11u1	rsync	3.2.3-4+deb11u1	arm64	False
rsyslog	8.2102.0-2+deb11u1	exact-arm64	rsyslog	8.2102.0-2+deb11u1	rsyslog	8.2102.0-2+deb11u1	arm64	False
rygel	0.40.0-1	exact-arm64	rygel	0.40.0-1	rygel	0.40.0-1	arm64	False
samba-libs	2:4.13.13+dfsg-1~deb11u5	exact-arm64	samba	2:4.13.13+dfsg-1~deb11u5	samba-libs	2:4.13.13+dfsg-1~deb11u5	arm64	False
sed	4.7-1	exact-arm64	sed	4.7-1	sed	4.7-1	arm64	False
sensible-utils	0.0.14	reuse-all	sensible-utils	0.0.14	sensible-utils	0.0.14	all	False
shared-mime-info	2.0-1	exact-arm64	shared-mime-info	2.0-1	shared-mime-info	2.0-1	arm64	False
sound-theme-freedesktop	0.8-2	reuse-all	sound-theme-freedesktop	0.8-2	sound-theme-freedesktop	0.8-2	all	False
ssl-cert	1.1.0+nmu1	reuse-all	ssl-cert	1.1.0+nmu1	ssl-cert	1.1.0+nmu1	all	False
startpar	0.64-3	exact-arm64	startpar	0.64-3	startpar	0.64-3	arm64	False
streamer	3.107-1	exact-arm64	xawtv	3.107-1	streamer	3.107-1	arm64	False
sudo	1.9.5p2-3+deb11u1	exact-arm64	sudo	1.9.5p2-3+deb11u1	sudo	1.9.5p2-3+deb11u1	arm64	False
synaptic	0.90.2+grm3u3	rebuild-arm64	synaptic	0.90.2+grm3u3	synaptic	0.90.2+grm3u3	arm64	True
system-config-printer	1.5.14-1+grm3u1	reuse-all	system-config-printer	1.5.14-1+grm3u1	system-config-printer	1.5.14-1+grm3u1	all	True
system-config-printer-common	1.5.14-1+grm3u1	reuse-all	system-config-printer	1.5.14-1+grm3u1	system-config-printer-common	1.5.14-1+grm3u1	all	True
systemd	247.3-7+deb11u4	exact-arm64	systemd	247.3-7+deb11u4	systemd	247.3-7+deb11u4	arm64	False
systemd-sysv	247.3-7+deb11u4	exact-arm64	systemd	247.3-7+deb11u4	systemd-sysv	247.3-7+deb11u4	arm64	False
systemd-timesyncd	247.3-7+deb11u4	exact-arm64	systemd	247.3-7+deb11u4	systemd-timesyncd	247.3-7+deb11u4	arm64	False
sysv-rc	2.96-7+deb11u1	reuse-all	sysvinit	2.96-7+deb11u1	sysv-rc	2.96-7+deb11u1	all	False
sysvinit-utils	2.96-7+deb11u1	exact-arm64	sysvinit	2.96-7+deb11u1	sysvinit-utils	2.96-7+deb11u1	arm64	False
tar	1.34+dfsg-1	exact-arm64	tar	1.34+dfsg-1	tar	1.34+dfsg-1	arm64	False
tasksel	3.68+deb11u1	reuse-all	tasksel	3.68+deb11u1	tasksel	3.68+deb11u1	all	False
tasksel-data	3.68+deb11u1	reuse-all	tasksel	3.68+deb11u1	tasksel-data	3.68+deb11u1	all	False
timgm6mb-soundfont	1.3-5	reuse-all	timgm6mb-soundfont	1.3-5	timgm6mb-soundfont	1.3-5	all	False
tracker	2.3.6-2	exact-arm64	tracker	2.3.6-2	tracker	2.3.6-2	arm64	False
tracker-extract	2.3.5-2.1	exact-arm64	tracker-miners	2.3.5-2.1	tracker-extract	2.3.5-2.1	arm64	False
tracker-miner-fs	2.3.5-2.1	exact-arm64	tracker-miners	2.3.5-2.1	tracker-miner-fs	2.3.5-2.1	arm64	False
tumbler	4.16.0-1	exact-arm64	tumbler	4.16.0-1	tumbler	4.16.0-1	arm64	False
tumbler-common	4.16.0-1	reuse-all	tumbler	4.16.0-1	tumbler-common	4.16.0-1	all	False
tzdata	2021a-1+deb11u10	reuse-all	tzdata	2021a-1+deb11u10	tzdata	2021a-1+deb11u10	all	False
ucf	3.0043	reuse-all	ucf	3.0043	ucf	3.0043	all	False
udev	247.3-7+deb11u4	exact-arm64	systemd	247.3-7+deb11u4	udev	247.3-7+deb11u4	arm64	False
udisks2	2.9.2-2+deb11u1	exact-arm64	udisks2	2.9.2-2+deb11u1	udisks2	2.9.2-2+deb11u1	arm64	False
unzip	6.0-26+deb11u1	exact-arm64	unzip	6.0-26+deb11u1	unzip	6.0-26+deb11u1	arm64	False
update-glx	1.2.1~deb11u1	exact-arm64	glx-alternatives	1.2.1~deb11u1	update-glx	1.2.1~deb11u1	arm64	False
upower	0.99.11-2	exact-arm64	upower	0.99.11-2	upower	0.99.11-2	arm64	False
usb.ids	2023.01.16-0+deb11u1	reuse-all	usb.ids	2023.01.16-0+deb11u1	usb.ids	2023.01.16-0+deb11u1	all	False
user-setup	1.88	reuse-all	user-setup	1.88	user-setup	1.88	all	False
util-linux	2.36.1-8+deb11u1	exact-arm64	util-linux	2.36.1-8+deb11u1	util-linux	2.36.1-8+deb11u1	arm64	False
vim-common	2:8.2.2434-3+deb11u1	reuse-all	vim	2:8.2.2434-3+deb11u1	vim-common	2:8.2.2434-3+deb11u1	all	False
vim-tiny	2:8.2.2434-3+deb11u1	exact-arm64	vim	2:8.2.2434-3+deb11u1	vim-tiny	2:8.2.2434-3+deb11u1	arm64	False
wget	1.21-1+deb11u1	exact-arm64	wget	1.21-1+deb11u1	wget	1.21-1+deb11u1	arm64	False
whiptail	0.52.21-4+b3	exact-arm64	newt	0.52.21-4	whiptail	0.52.21-4+b3	arm64	False
wpasupplicant	2:2.9.0-21	exact-arm64	wpa	2:2.9.0-21	wpasupplicant	2:2.9.0-21	arm64	False
x11-apps	7.7+8	exact-arm64	x11-apps	7.7+8	x11-apps	7.7+8	arm64	False
x11-common	1:7.7+22	reuse-all	xorg	1:7.7+22	x11-common	1:7.7+22	all	False
x11-session-utils	7.7+4	exact-arm64	x11-session-utils	7.7+4	x11-session-utils	7.7+4	arm64	False
x11-utils	7.7+5	exact-arm64	x11-utils	7.7+5	x11-utils	7.7+5	arm64	False
x11-xkb-utils	7.7+5	exact-arm64	x11-xkb-utils	7.7+5	x11-xkb-utils	7.7+5	arm64	False
x11-xserver-utils	7.7+8	exact-arm64	x11-xserver-utils	7.7+8	x11-xserver-utils	7.7+8	arm64	False
xauth	1:1.1-1	exact-arm64	xauth	1:1.1-1	xauth	1:1.1-1	arm64	False
xawtv-plugins	3.107-1	exact-arm64	xawtv	3.107-1	xawtv-plugins	3.107-1	arm64	False
xbase-clients	1:7.7+22	reuse-all	xorg	1:7.7+22	xbase-clients	1:7.7+22	all	False
xdg-dbus-proxy	0.1.2-2	exact-arm64	xdg-dbus-proxy	0.1.2-2	xdg-dbus-proxy	0.1.2-2	arm64	False
xdg-desktop-portal	1.8.1-1	exact-arm64	xdg-desktop-portal	1.8.1-1	xdg-desktop-portal	1.8.1-1	arm64	False
xdg-desktop-portal-gtk	1.8.0-1	exact-arm64	xdg-desktop-portal-gtk	1.8.0-1	xdg-desktop-portal-gtk	1.8.0-1	arm64	False
xdg-user-dirs	0.17-2	exact-arm64	xdg-user-dirs	0.17-2	xdg-user-dirs	0.17-2	arm64	False
xdg-utils	1.1.3-4.1	reuse-all	xdg-utils	1.1.3-4.1	xdg-utils	1.1.3-4.1	all	False
xfonts-encodings	1:1.0.4-2.1	reuse-all	xfonts-encodings	1:1.0.4-2.1	xfonts-encodings	1:1.0.4-2.1	all	False
xfonts-utils	1:7.7+6	exact-arm64	xfonts-utils	1:7.7+6	xfonts-utils	1:7.7+6	arm64	False
xinit	1.4.0-1	exact-arm64	xinit	1.4.0-1	xinit	1.4.0-1	arm64	False
xkb-data	2.29-2	reuse-all	xkeyboard-config	2.29-2	xkb-data	2.29-2	all	False
xserver-common	2:1.20.11-1+deb11u6	reuse-all	xorg-server	2:1.20.11-1+deb11u6	xserver-common	2:1.20.11-1+deb11u6	all	False
xserver-xorg	1:7.7+22	exact-arm64	xorg	1:7.7+22	xserver-xorg	1:7.7+22	arm64	False
xserver-xorg-core	2:1.20.11-1+deb11u6	exact-arm64	xorg-server	2:1.20.11-1+deb11u6	xserver-xorg-core	2:1.20.11-1+deb11u6	arm64	False
xserver-xorg-input-all	1:7.7+22	exact-arm64	xorg	1:7.7+22	xserver-xorg-input-all	1:7.7+22	arm64	False
xserver-xorg-input-libinput	0.30.0-1	exact-arm64	xserver-xorg-input-libinput	0.30.0-1	xserver-xorg-input-libinput	0.30.0-1	arm64	False
xserver-xorg-input-wacom	0.34.99.1-1+b1	exact-arm64	xf86-input-wacom	0.34.99.1-1	xserver-xorg-input-wacom	0.34.99.1-1	arm64	False
xserver-xorg-legacy	2:1.20.11-1+deb11u6	exact-arm64	xorg-server	2:1.20.11-1+deb11u6	xserver-xorg-legacy	2:1.20.11-1+deb11u6	arm64	False
xserver-xorg-video-all	1:7.7+22	exact-arm64	xorg	1:7.7+22	xserver-xorg-video-all	1:7.7+22	arm64	False
xserver-xorg-video-amdgpu	19.1.0-2	exact-arm64	xserver-xorg-video-amdgpu	19.1.0-2	xserver-xorg-video-amdgpu	19.1.0-2	arm64	False
xserver-xorg-video-ati	1:19.1.0-2	exact-arm64	xserver-xorg-video-ati	1:19.1.0-2	xserver-xorg-video-ati	1:19.1.0-2	arm64	False
xserver-xorg-video-fbdev	1:0.5.0-1	exact-arm64	xserver-xorg-video-fbdev	1:0.5.0-1	xserver-xorg-video-fbdev	1:0.5.0-1	arm64	False
xserver-xorg-video-nouveau	1:1.0.17-1	exact-arm64	xserver-xorg-video-nouveau	1:1.0.17-1	xserver-xorg-video-nouveau	1:1.0.17-1	arm64	False
xserver-xorg-video-qxl	0.1.5+git20200331-1	exact-arm64	xserver-xorg-video-qxl	0.1.5+git20200331-1	xserver-xorg-video-qxl	0.1.5+git20200331-1	arm64	False
xserver-xorg-video-radeon	1:19.1.0-2	exact-arm64	xserver-xorg-video-ati	1:19.1.0-2	xserver-xorg-video-radeon	1:19.1.0-2	arm64	False
xserver-xorg-video-vesa	1:2.5.0-1	exact-arm64	xserver-xorg-video-vesa	1:2.5.0-1	xserver-xorg-video-vesa	1:2.5.0-1	arm64	False
xutils	1:7.7+22	reuse-all	xorg	1:7.7+22	xutils	1:7.7+22	all	False
xwayland	2:1.20.11-1+deb11u6	exact-arm64	xorg-server	2:1.20.11-1+deb11u6	xwayland	2:1.20.11-1+deb11u6	arm64	False
xxd	2:8.2.2434-3+deb11u1	exact-arm64	vim	2:8.2.2434-3+deb11u1	xxd	2:8.2.2434-3+deb11u1	arm64	False
xz-utils	5.2.5-2.1~deb11u1	exact-arm64	xz-utils	5.2.5-2.1~deb11u1	xz-utils	5.2.5-2.1~deb11u1	arm64	False
yelp	3.38.3-1+han3u3	rebuild-arm64	yelp	3.38.3-1+han3u3	yelp	3.38.3-1+han3u3	arm64	True
yelp-xsl	3.38.3-1	reuse-all	yelp-xsl	3.38.3-1	yelp-xsl	3.38.3-1	all	False
zeitgeist	1.0.3-4	reuse-all	zeitgeist	1.0.3-4	zeitgeist	1.0.3-4	all	False
zeitgeist-core	1.0.3-4	exact-arm64	zeitgeist	1.0.3-4	zeitgeist-core	1.0.3-4	arm64	False
zeitgeist-datahub	1.0.3-4	exact-arm64	zeitgeist	1.0.3-4	zeitgeist-datahub	1.0.3-4	arm64	False
zenity	3.32.0-6	exact-arm64	zenity	3.32.0-6	zenity	3.32.0-6	arm64	False
zenity-common	3.32.0-6	reuse-all	zenity	3.32.0-6	zenity-common	3.32.0-6	all	False
zip	3.0-12	exact-arm64	zip	3.0-12	zip	3.0-12	arm64	False
zlib1g	1:1.2.11.dfsg-2+deb11u2	exact-arm64	zlib	1:1.2.11.dfsg-2+deb11u2	zlib1g	1:1.2.11.dfsg-2+deb11u2	arm64	False
